date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:19:55	61498/61498	---M--	200	added ('OK')	image/jpeg	etag:%22f03a-5a9d2e46718d8%22	https://www.devsnews.com/template/orgafe/orgafe/img/bg/bg5.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/bg/bg5.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:55	11503/11503	---M--	200	added ('OK')	image/jpeg	etag:%222cef-5a9d2e46795db%22	https://www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram2.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram2.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:55	12026/12026	---M--	200	added ('OK')	image/jpeg	etag:%222efa-5a9d2e46795db%22	https://www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram3.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram3.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:55	12370/12370	---M--	200	added ('OK')	image/jpeg	etag:%223052-5a9d2e46795db%22	https://www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram4.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram4.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:56	12278/12278	---M--	200	added ('OK')	image/jpeg	etag:%222ff6-5a9d2e46795db%22	https://www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram5.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram5.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:56	13264/13264	---M--	200	added ('OK')	image/jpeg	etag:%2233d0-5a9d2e46795db%22	https://www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram6.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/instagram/instagram6.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:56	8636/8636	---M-Z	200	added ('OK')	application/javascript	etag:%2221bc-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/vendor/modernizr-3.5.0.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/vendor/modernizr-3.5.0.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:57	19188/19188	---M-Z	200	added ('OK')	application/javascript	etag:%224af4-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/popper.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/popper.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:57	97163/97163	---M-Z	200	added ('OK')	application/javascript	etag:%2217b8b-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/vendor/jquery-1.12.4.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/vendor/jquery-1.12.4.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:57	48944/48944	---M-Z	200	added ('OK')	application/javascript	etag:%22bf30-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/bootstrap.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/bootstrap.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:57	1067/1067	---M-Z	200	added ('OK')	application/javascript	etag:%2242b-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/jquery.counterup.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/jquery.counterup.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:58	5369/5369	---M-Z	200	added ('OK')	application/javascript	etag:%2214f9-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/jquery.countdown.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/jquery.countdown.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:58	8044/8044	---M-Z	200	added ('OK')	application/javascript	etag:%221f6c-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/waypoints.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/waypoints.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:58	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/owl.carousel.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/owl.carousel.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:58	35503/35503	---M-Z	200	added ('OK')	application/javascript	etag:%228aaf-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/isotope.pkgd.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:59	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22a76f-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/slick.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/slick.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:59	4019/4019	---M-Z	200	added ('OK')	application/javascript	etag:%22fb3-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/jquery.meanmenu.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/jquery.meanmenu.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:19:59	1250/1250	---M-Z	200	added ('OK')	application/javascript	etag:%224e2-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/ajax-form.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/ajax-form.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:20:00	8415/8415	---M-Z	200	added ('OK')	application/javascript	etag:%2220df-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/wow.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/wow.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:20:00	2035/2035	---M-Z	200	added ('OK')	application/javascript	etag:%227f3-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/jquery.scrollUp.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/jquery.scrollUp.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:20:00	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/imagesloaded.pkgd.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:20:00	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:%224ef8-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/jquery.magnific-popup.min.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:20:01	760/760	---M-Z	200	added ('OK')	application/javascript	etag:%222f8-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/plugins.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/plugins.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:20:01	10734/10734	---M-Z	200	added ('OK')	application/javascript	etag:%2229ee-5a9d2e467e3fc-gzip%22	https://www.devsnews.com/template/orgafe/orgafe/js/main.js	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/js/main.js	(from https://www.devsnews.com/template/orgafe/orgafe/index.html)
07:20:01	279/279	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2027%20Apr%202022%2014:20:02%20GMT	https://www.devsnews.com/template/orgafe/orgafe/css/owl.video.play.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/css/owl.video.play.png	(from https://www.devsnews.com/template/orgafe/orgafe/css/owl.carousel.min.css)
07:20:03	98620/98620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221813c-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.eot	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:03	98620/98620	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221813c-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400d41d.eot	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:04	54420/54420	---M--	200	added ('OK')	text/html	etag:%22d494-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.html	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:04	63712/63712	---M--	200	added ('OK')	application/font-woff	etag:%22f8e0-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.woff	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:05	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2279b4-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.eot	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:05	98384/98384	---M--	200	added ('OK')	application/font-sfnt	etag:%2218050-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.ttf	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:05	507478/507478	---M--	200	added ('OK')	image/svg+xml	etag:%227be56-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-brands-400.svg	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:07	31156/31156	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2279b4-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.eot?	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400d41d.eot	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:07	14712/14712	---M--	200	added ('OK')	application/font-woff	etag:%223978-5a9d2e4667c95%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.woff	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:07	12220/12220	---M--	200	added ('OK')	text/html	etag:%222fbc-5a9d2e4667c95%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.html	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:08	30928/30928	---M--	200	added ('OK')	application/font-sfnt	etag:%2278d0-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.ttf	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:08	102152/102152	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218f08-5a9d2e4667c95%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.eot	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:08	107199/107199	---M--	200	added ('OK')	image/svg+xml	etag:%221a2bf-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-regular-400.svg	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:09	102152/102152	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2218f08-5a9d2e4667c95%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.eot?	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900d41d.eot	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:09	38784/38784	---M--	200	added ('OK')	text/html	etag:%229780-5a9d2e4667c95%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.html	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:09	48704/48704	---M--	200	added ('OK')	application/font-woff	etag:%22be40-5a9d2e4667c95%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.woff	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.woff	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:09	101932/101932	---M--	200	added ('OK')	application/font-sfnt	etag:%2218e2c-5a9d2e4667c95%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.ttf	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.ttf	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:10	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-5a9d2e4665d54%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2.eot?	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2d41d.eot	(from https://www.devsnews.com/template/orgafe/orgafe/css/dripicons.css)
07:20:10	40522/40522	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e4a-5a9d2e4665d54%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2.eot	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2.eot	(from https://www.devsnews.com/template/orgafe/orgafe/css/dripicons.css)
07:20:10	378215/378215	---M--	200	added ('OK')	image/svg+xml	etag:%225c567-5a9d2e4667c95%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/fa-solid-900.svg	(from https://www.devsnews.com/template/orgafe/orgafe/css/fontawesome-all.min.css)
07:20:10	26004/26004	---M--	200	added ('OK')	application/font-woff	etag:%226594-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2.woff	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2.woff	(from https://www.devsnews.com/template/orgafe/orgafe/css/dripicons.css)
07:20:10	40348/40348	---M--	200	added ('OK')	application/font-sfnt	etag:%229d9c-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2.ttf	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2.ttf	(from https://www.devsnews.com/template/orgafe/orgafe/css/dripicons.css)
07:20:11	54529/54529	---M--	200	added ('OK')	image/png	etag:%22d501-5a9d2e467c4bc%22	https://www.devsnews.com/template/orgafe/orgafe/img/slider/sl1.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/slider/sl1.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:11	99368/99368	---M--	200	added ('OK')	image/svg+xml	etag:%2218428-5a9d2e4666cf4%22	https://www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2.svg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/fonts/dripicons-v2.svg	(from https://www.devsnews.com/template/orgafe/orgafe/css/dripicons.css)
07:20:12	4308/4308	---M--	200	added ('OK')	image/png	etag:%2210d4-5a9d2e467863a%22	https://www.devsnews.com/template/orgafe/orgafe/img/icon/f1.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/icon/f1.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:12	4126/4126	---M--	200	added ('OK')	image/png	etag:%22101e-5a9d2e467863a%22	https://www.devsnews.com/template/orgafe/orgafe/img/icon/f2.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/icon/f2.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:12	355842/355842	---M--	200	added ('OK')	image/jpeg	etag:%2256e02-5a9d2e467d45c%22	https://www.devsnews.com/template/orgafe/orgafe/img/slider/slider2.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/slider/slider2.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:13	4120/4120	---M--	200	added ('OK')	image/png	etag:%221018-5a9d2e467863a%22	https://www.devsnews.com/template/orgafe/orgafe/img/icon/f3.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/icon/f3.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:13	644750/644750	---M--	200	added ('OK')	image/png	etag:%229d68e-5a9d2e4669bd5%22	https://www.devsnews.com/template/orgafe/orgafe/img/about/about1.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/about/about1.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:13	9150/9150	---M--	200	added ('OK')	image/png	etag:%2223be-5a9d2e467863a%22	https://www.devsnews.com/template/orgafe/orgafe/img/icon/ser1.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/icon/ser1.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:13	9063/9063	---M--	200	added ('OK')	image/png	etag:%222367-5a9d2e46795db%22	https://www.devsnews.com/template/orgafe/orgafe/img/icon/ser2.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/icon/ser2.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:14	10319/10319	---M--	200	added ('OK')	image/png	etag:%22284f-5a9d2e46795db%22	https://www.devsnews.com/template/orgafe/orgafe/img/icon/ser3.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/icon/ser3.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:14	5556/5556	---M--	200	added ('OK')	image/png	etag:%2215b4-5a9d2e467863a%22	https://www.devsnews.com/template/orgafe/orgafe/img/icon/icon8.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/icon/icon8.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:15	212504/212504	---M--	200	added ('OK')	image/jpeg	etag:%2233e18-5a9d2e46718d8%22	https://www.devsnews.com/template/orgafe/orgafe/img/bg/bg6.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/bg/bg6.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:15	236325/236325	---M--	200	added ('OK')	image/jpeg	etag:%2239b25-5a9d2e4672878%22	https://www.devsnews.com/template/orgafe/orgafe/img/bg/bg7.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/bg/bg7.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:16	32984/32984	---M--	200	added ('OK')	image/png	etag:%2280d8-5a9d2e467b51b%22	https://www.devsnews.com/template/orgafe/orgafe/img/shape/te1.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/shape/te1.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:16	3785/3785	---M--	200	added ('OK')	image/png	etag:%22ec9-5a9d2e467b51b%22	https://www.devsnews.com/template/orgafe/orgafe/img/shape/te2.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/shape/te2.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:17	3141/3141	---M--	200	added ('OK')	image/png	etag:%22c45-5a9d2e467b51b%22	https://www.devsnews.com/template/orgafe/orgafe/img/shape/te3.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/shape/te3.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:17	749132/749132	---M--	200	added ('OK')	image/png	etag:%22b6e4c-5a9d2e4670938%22	https://www.devsnews.com/template/orgafe/orgafe/img/bg/bg3.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/bg/bg3.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:17	8705/8705	---M--	200	added ('OK')	image/png	etag:%222201-5a9d2e467b51b%22	https://www.devsnews.com/template/orgafe/orgafe/img/shape/te4.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/shape/te4.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:18	148418/148418	---M--	200	added ('OK')	image/jpeg	etag:%22243c2-5a9d2e4672878%22	https://www.devsnews.com/template/orgafe/orgafe/img/bg/bg9.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/bg/bg9.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:18	96883/96883	---M--	200	added ('OK')	image/jpeg	etag:%2217a73-5a9d2e4672878%22	https://www.devsnews.com/template/orgafe/orgafe/img/bg/bg8.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/bg/bg8.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:18	300627/300627	---M--	200	added ('OK')	image/jpeg	etag:%2249653-5a9d2e466ab76%22	https://www.devsnews.com/template/orgafe/orgafe/img/bg/bg10.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/bg/bg10.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:19	7995/7995	---M--	200	added ('OK')	image/png	etag:%221f3b-5a9d2e46766fa%22	https://www.devsnews.com/template/orgafe/orgafe/img/brand/brand1.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/brand/brand1.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:20	155658/155658	---M--	200	added ('OK')	image/png	etag:%222600a-5a9d2e4673819%22	https://www.devsnews.com/template/orgafe/orgafe/img/bg/deal.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/bg/deal.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:20	77823/77823	---M--	200	added ('OK')	image/png	etag:%2212fff-5a9d2e467c4bc%22	https://www.devsnews.com/template/orgafe/orgafe/img/slider/sl2.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/slider/sl2.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-3.html)
07:20:21	124721/124721	---M--	200	added ('OK')	image/jpeg	etag:%221e731-5a9d2e46747b9%22	https://www.devsnews.com/template/orgafe/orgafe/img/blog/blog-4.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/blog/blog-4.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:21	132370/132370	---M--	200	added ('OK')	image/jpeg	etag:%2220512-5a9d2e46747b9%22	https://www.devsnews.com/template/orgafe/orgafe/img/blog/blog-5.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/blog/blog-5.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index-2.html)
07:20:22	72784/72784	---M--	200	added ('OK')	image/png	etag:%2211c50-5a9d2e467c4bc%22	https://www.devsnews.com/template/orgafe/orgafe/img/slider/sl3.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/slider/sl3.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-3.html)
07:20:23	55790/55790	---M--	200	added ('OK')	image/jpeg	etag:%22d9ee-5a9d2e467d45c%22	https://www.devsnews.com/template/orgafe/orgafe/img/slider/slider3.jpg	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/slider/slider3.jpg	(from https://www.devsnews.com/template/orgafe/orgafe/index-3.html)
07:20:23	128339/128339	---M--	200	added ('OK')	image/png	etag:%221f553-5a9d2e467c4bc%22	https://www.devsnews.com/template/orgafe/orgafe/img/slider/sl4.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/slider/sl4.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-3.html)
07:20:23	5251/5251	---M--	200	added ('OK')	image/png	etag:%221483-5a9d2e467b51b%22	https://www.devsnews.com/template/orgafe/orgafe/img/shape/ab1.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/shape/ab1.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-3.html)
07:20:23	10438/10438	---M--	200	added ('OK')	image/png	etag:%2228c6-5a9d2e467b51b%22	https://www.devsnews.com/template/orgafe/orgafe/img/shape/ab2.png	C:/My%20Web%20Sites/farm2/www.devsnews.com/template/orgafe/orgafe/img/shape/ab2.png	(from https://www.devsnews.com/template/orgafe/orgafe/index-3.html)
